source,target,True_label,training_edge
B000050AWM,B001G887HI,0,1
B002ENTT4O,B000050AWM,0,0
B000050AWM,B003VUM9XM,0,0
B000050AWM,B004230DMQ,0,0
B000050AWM,B0042X58XK,0,0
B000050AWM,B0057UYTX2,0,0
B000050AWM,B0057UYU3Q,0,1
B000050AWM,B005IIUFYU,0,0
B000050AWM,B005QSBQEK,0,0
B000050AWM,B007R7U9QY,0,0
B000050AWM,B00A8IZMUM,0,0
B000050AWM,B00EOQZB0A,0,0
B000050AWM,B00EPACNPQ,0,0
B000050AWM,B00EPACNUG,0,0
B000050AWM,B00EPACO3M,0,0
B000050AWN,B00006I4XU,0,0
B0000C7GEO,B000050AWN,0,0
B00092D7VI,B000050AWN,0,0
B000050AWN,B000B5UGEO,0,1
B000J5695Q,B000050AWN,0,0
B000050AWN,B001E37P4G,0,0
B000050AWN,B004230DMQ,0,0
B000050AWN,B0057UYTX2,0,0
B000050AWN,B0057UYU3Q,0,0
B000050AWN,B005IIUFYU,0,0
B000050AWN,B00A8IZMUM,0,1
B000050AWN,B00EPACNPQ,0,0
B000050AWN,B00EPACNUG,0,0
B000050F90,B004TH7STQ,0,0
B000050F96,B000ALM5Y8,0,0
B000050F96,B000AOJOUI,0,0
B000050F96,B000AQHMK0,0,1
B000050F96,B000NDID4Y,0,0
B000050F96,B001PIAUEW,0,0
B000050F96,B003B32AA6,0,0
B000050F96,B004TH7STQ,0,0
B000050F96,B00757MC2U,0,0
B000050F96,B007R0RKV8,0,0
B000050F96,B00CH6ATMO,0,0
B000050F96,B00EOQZB0A,0,0
B000050F96,B00GX2BOGI,0,0
B000050GE8,B001007VF6,0,0
B000050GE8,B0042X790A,0,0
B000050GE8,B00G82I07Y,0,0
B00005NZXQ,B000050GEA,0,0
B000050GEA,B000BNGI6Q,0,0
B000050GEA,B00355J7LA,0,0
B000050GEA,B005IIUFYU,0,0
B00006UHPF,B000050GEU,1,1
B000050GEU,B000JH0HH0,1,1
B000050GEU,B000W3RSGE,1,1
B000050HEI,B00005LVWL,1,1
B000050HEI,B00005LVWM,1,1
B000050HEI,B000066ST3,1,1
B000050HEI,B00006OAQU,1,1
B000050HEI,B000096B0J,1,1
B000098XMG,B000050HEI,0,0
B000050HEI,B000098XMH,1,1
B000050HEI,B0000CEM5O,1,1
B000050HEI,B0001LV6RO,1,1
B000050HEI,B0001XLSG6,1,1
B000050HEI,B0001ZJRXU,1,1
B000050HEI,B0002JEIP2,1,1
B000050HEI,B0002ZALES,1,1
B000050HEI,B0007SKSFC,1,1
B000050HEI,B0009X6QJM,1,0
B000050HEI,B000A6M8QI,1,1
B000050HEI,B000FW16W4,1,1
B000050HEI,B000GUSL5U,1,1
B00BY0G7MU,B000050HEI,1,1
B000050HEI,B00F0JBJTC,1,1
B000050XBJ,B000050XB9,0,0
B003B32AEC,B000050XB9,0,0
B000050XB9,B003B32AF6,0,0
B000050XBJ,B000AOJOUI,0,0
B000050XBJ,B001PIAUEW,0,0
B000050XBJ,B003B32AA6,0,0
B000050XBJ,B003B32AF6,0,0
B000050XBJ,B004XO6U5S,0,0
B000050XBJ,B0065OPJ1U,0,0
B000050XBJ,B00757MC2U,0,0
B000050XBJ,B0089TS05G,0,0
B000050XBJ,B00ANH074Y,0,0
B000050XBJ,B00EOI2SR2,0,0
B000050XBJ,B00EOQZB0A,0,0
B000050XBJ,B00GX2BOGI,0,0
B0000513R8,B001007VF6,0,0
B0000513R8,B0016G36O4,0,0
B0000513R8,B003Q4LQXC,0,0
B0000513R8,B00G82I07Y,0,0
B000051SGQ,B000ENP8YQ,0,1
B000051SGQ,B006M6AR7M,0,0
B000051SGQ,B00F9Q3H28,0,0
B000051WWL,B00013EVRE,0,0
B000051WWL,B000UFSSSQ,0,0
B000051WWL,B0027NARYC,0,0
B000051WWL,B002A97GQ0,0,0
B00006F7TZ,B000051XP5,0,1
B000051XP5,B00423GESS,0,0
B000051XP5,B007JPMZDE,0,0
B00005203S,B000063LGG,0,0
B00005203S,B0000899Y0,0,1
B00005203S,B0001GU7I8,0,0
B00005203S,B0002J6HWE,0,0
B00005203S,B0009A1X7K,1,1
B00005203S,B0009HMM3C,0,0
B00005203S,B000BCDRDY,0,0
B00005203S,B000BUOSD4,0,0
B00005203S,B000R982OU,0,0
B00005203S,B000R99JXI,0,1
B00005203S,B000R9BNO6,0,0
B00005203S,B000V7VZ2E,0,0
B00005203S,B0014ZQMXY,0,0
B000053F7X,B00005Y4QA,1,1
B00006BN8H,B000053F7X,1,1
B000053F7X,B00006G980,1,1
B000053F7X,B00008Z0EW,1,1
B000053F7X,B00009EFYL,1,1
B000053F7X,B000124FX0,1,1
B000053F7X,B0002BJSHI,1,1
B0009MI056,B000053F7X,1,1
B000EVUEWE,B000053F7X,1,1
B000053F7X,B000JX7GXM,1,0
B000053F7X,B00199F5NS,1,0
B000053F7X,B002MZZXBC,1,1
B000053U5B,B001U8A312,0,0
B000053U5B,B002SQ0L4E,0,0
B000053U5B,B003WZY9CA,0,0
B000053U5B,B004TKTOWC,0,0
B000053U5B,B004YTG200,0,0
B000053U5B,B004YTG2B4,0,0
B000053U5B,B005CELKLM,0,0
B000053U5B,B005CELL1G,0,0
B000053U5B,B0084PK8CS,0,0
B000053U5B,B008DBTVY4,0,1
B000053U78,B000059WEJ,0,1
B000053U78,B0000C7FSF,0,1
B000053U78,B0043DEPTC,0,1
B00005447X,B00062AJOO,0,0
B00005447X,B000V4PLWM,0,1
B00005447X,B001ECGT8A,0,0
B00005447X,B00E6LIEFM,0,0
B000054BE6,B0007P8H8U,0,0
B000054BE6,B0007SN5WK,0,1
B000054BE6,B0007YH5LG,0,0
B000054BE6,B000H774K0,0,0
B000054BE6,B000V5SRAE,0,0
B000054BE6,B002ABMR6C,0,0
B000054BE6,B002PRIT0O,0,0
B000054BE6,B002UU0VYI,0,0
B000054BE6,B00316OYGQ,0,1
B000054BE6,B00345XP7I,0,0
B000054BE6,B003BQQ5OA,0,0
B000054BE6,B0052YIKZ6,0,0
B000054BE6,B005DM5QEK,0,0
B000054BE6,B00HM3QP5W,0,0
B000056B5W,B000ENP8YQ,0,0
B000056B5W,B00F9Q3H28,0,0
B000056B62,B0000CDVUQ,1,0
B000056B62,B004MF37DQ,1,1
B000056B63,B0009GWIWS,0,1
B000056B63,B000E2Z5JU,0,0
B000056B63,B000TVXNGS,0,0
B000056B63,B001676QOU,0,0
B000056B63,B001F0RYY4,0,0
B000056B63,B0046TUCM2,0,0
B000056B63,B0068M5ZCM,0,0
B000056B63,B00A9Y478I,0,0
B000056B63,B00FFU8PDO,0,0
B00006JL48,B000056CMV,0,0
B0000ZJ8N0,B000056CMV,0,0
B000056CMV,B0002Z7VH8,0,1
B000056H0C,B000BQM01A,0,0
B000056HYM,B000J45S18,0,0
B000056HYN,B005DM5QEK,0,0
B000056NSS,B000056NSR,0,1
B00006GTEK,B000056NSR,0,0
B00006GTEL,B000056NSR,0,0
B0000AJXWP,B000056NSR,0,0
B000E8JLDA,B000056NSR,0,0
B000OGSGZQ,B000056NSR,0,0
B000056NSR,B002IJA1DM,0,0
B000056NSR,B003B329HK,0,0
B000056NSR,B003B329U2,0,1
B000056NSR,B003YV62CM,0,0
B000056NSR,B004TCD02U,0,0
B004TCFWU8,B000056NSR,0,0
B000056NSR,B004TCGT2I,0,1
B004WMPJ6M,B000056NSR,0,0
B000056NSR,B0051M6I9O,0,1
B000056NSR,B0051M6IPI,0,0
B000056NSR,B007YVON5Q,0,0
B000056NSR,B008MIMHDU,0,0
B000056NSR,B008MIMIY8,0,0
B000056NSR,B0093FRO7A,0,0
B000056NSR,B0093FROFM,0,0
B000056NSR,B009716GWE,0,0
B000056NSR,B009H9HLVQ,0,0
B000056NSR,B00EOQZB0A,0,1
B000056NSR,B00EOQZB32,0,0
B000056NSR,B00EOQZB4G,0,0
B000056NSR,B00F2BDP9K,0,0
B000056NSR,B00F2DC1D4,0,0
B000056NSR,B00G6CLNCK,0,0
B000056NSR,B00HRQB28Y,0,0
B000056NSR,B00IIL0SCS,0,1
B000056NSS,B00EOQZB4G,0,0
B000056NST,B003B329HK,0,0
B000056V4N,B0001XWNSS,0,0
B0001XWOIW,B000056V4N,0,0
B000056V4N,B000289UU6,0,0
B000056V4N,B000EQ868I,0,0
B000056V4N,B000LBUXC8,0,0
B000056V4N,B000MWSG3O,0,1
B000WY20ZM,B000056V4N,1,1
B000056V4N,B0014ZQMXE,0,0
B000056V4N,B00422VC18,0,0
B000056V4N,B0042X58XK,0,1
B000070MRF,B000056V4O,0,0
B000056V4O,B00007DX1U,0,0
B0000C7HT3,B000056V4O,0,0
B000056V4O,B000EPCFZ4,0,0
B000056V4O,B000I0DBH6,0,0
B000056V4O,B000I51LXW,0,0
B000UK4LAU,B000056V4O,0,0
B000056V4O,B000W1Z0OI,0,0
B000056V4O,B004DLCQZ4,0,0
B000056V4O,B005ES073I,0,1
B000056V4O,B00ENFVSIQ,0,0
B000056V4O,B00EOR3IJK,0,0
B000056V6B,B00005BU3M,0,0
B000056V6B,B0000DC1TB,0,0
B000056VHS,B000BH1K6U,0,0
B000056VHS,B000SQVY1U,0,0
B000056VHS,B007ZQV4JS,0,0
B000056VHS,B00806EC96,0,0
B000056VHS,B0085PQ1I2,0,0
B000056VHS,B008AKDPOA,0,1
B000058E1S,B00006F7S2,0,0
B000058E1S,B0000E6NK9,0,0
B000058E1S,B0002G71T0,0,0
B000058E1S,B001DBGRRK,0,0
B000058E2J,B0026PI9DM,0,1
B000058E2J,B00G8W7MIW,0,0
B00005RFDE,B000058TLV,0,0
B000058TLV,B00079MTXU,0,0
B000058TLV,B000KQWETO,0,0
B000059GC6,B000JWS9JS,0,0
B000059L47,B000066EUO,0,1
B000059L47,B0000AZJVJ,0,0
B000059L47,B000HCVR3A,0,0
B000059L47,B00171B9Q0,0,0
B000059L47,B0039L6JIY,0,0
B000059OQC,B000I6CJHI,0,1
B000059OQC,B00ENFVSIQ,0,1
B000059OQC,B00HUUBNT0,0,0
B00005B8LI,B000059OQF,0,1
B000059OQF,B000287MME,1,1
B000059OQF,B0003CIV10,1,1
B000059OQF,B0003CIVZG,1,1
B000059OQF,B000CDGP4U,1,1
B000059OQY,B00005NVDC,0,0
B000059OQY,B00005Y1N7,0,0
B00006BN8T,B000059OQY,1,1
B000059OQY,B00029BQAC,0,1
B0009F1G6S,B000059OQY,1,1
B000059OQY,B000HLRAWI,0,0
B000LYLXWO,B000059OQY,0,1
B000059OSB,B00005UWHA,0,0
B00006IKF8,B000059OSE,0,0
B000059OSE,B00G212LOY,0,1
B000059OU4,B00006OAQU,1,1
B000098XMG,B000059OU4,0,0
B000059OU4,B0001XLSG6,1,1
B000059OU4,B000GUSL5U,1,0
B000059P6A,B009ZMZ7AC,0,0
B000059P7G,B0000950SM,1,1
B0009MFH98,B000059P7G,0,0
B000059P7N,B000LTM9ZO,0,0
B000059P7N,B007GNKJFK,0,0
B000059PD8,B007WAKJHU,0,0
B000059REC,B00029BQAW,0,1
B000059REC,B000CDGP4U,0,0
B000059RED,B00006FRNI,0,1
B000059RED,B00008Z1LM,0,0
B000059RED,B000NKPF7U,0,0
B000059RED,B002E2FLUQ,0,0
B000059RJ7,B00005BU3M,0,0
B000059RJ7,B00008K2Y7,0,0
B000059RJ7,B0009XOUGI,0,0
B000059WJ0,B000059WEJ,0,1
B000059WEJ,B000070MR2,0,0
B000059WEJ,B0009YEGPC,0,0
B000059WEJ,B0043DEPTC,0,0
B000059WJ0,B000070MR2,0,0
B000059WJ0,B0009YEGPC,0,0
B000059WJ0,B000HDC91I,0,0
B000059WJ1,B0000C7FSF,0,0
B00006F7S2,B000059Y3D,1,1
B0000E6NK9,B000059Y3D,1,1
B000059Y3D,B0002G71T0,0,0
B000059Y3D,B000FK88JK,0,0
B000059Y3D,B001AMHWP8,0,0
B000059Y3D,B001DBGRRK,0,0
B001DCBKXK,B000059Y3D,0,0
B000059Y3D,B008SE504G,0,0
B000059Z6B,B0013FBFG4,0,0
B000059Z6B,B004E564PW,0,0
B000059Z6B,B0055A7RS8,0,0
B000059ZYL,B0007P8H8U,0,0
B000059ZYL,B0007SN5WK,0,1
B000059ZYN,B000059ZYM,0,0
B000059ZYM,B000059ZYO,1,1
B000059ZYP,B000059ZYM,1,1
B000059ZYQ,B000059ZYM,0,0
B000059ZYM,B00006H34R,1,0
B00009XFRF,B000059ZYM,0,0
B000UDHMKI,B000059ZYM,0,0
B000059ZYN,B00006H34R,0,1
B000059ZYN,B00009XFRG,0,0
B000059ZYN,B001UXTIGS,0,0
B000059ZYP,B000059ZYO,1,1
B000059ZYO,B00006H34R,1,1
B000059ZYO,B0002J6HWE,1,1
B000UDHMKI,B000059ZYO,0,0
B000059ZYP,B00005KG5F,1,1
B000059ZYP,B00006H34R,1,1
B000059ZYP,B00009XFRG,1,1
B000059ZYP,B00009XFRH,1,1
B000059ZYP,B000FETCF0,1,1
B000059ZYP,B000UDHMKI,1,1
B000059ZYQ,B00006H34R,0,0
B000059ZYQ,B00009XFRF,0,0
B000059ZYQ,B00009XFRG,0,0
B000059ZYR,B000059ZYS,0,0
B00009XFRH,B000059ZYS,0,0
B00005A1L2,B000A1GY9A,0,0
B00005A7G0,B008MR2GUA,0,0
B00005A7G0,B009716HMI,0,0
B00005A8OO,B00005IB4S,1,1
B00005A8OO,B00005NN16,1,0
B00005A8OO,B00006352W,1,1
B00005A8OO,B000266786,1,1
B00005A8OO,B00029BOT0,1,1
B00005A8OO,B00029LN78,1,1
B00005A8OO,B0002J6HV0,1,1
B00005A8OO,B0002ZL49Y,1,0
B00005A8OO,B00030EFT4,1,1
B00005A8OO,B0007TT78U,1,1
B00005A8OO,B000AM7HZ4,1,1
B00005A8OO,B000ICPFPU,1,1
B00005A8OO,B000JX5JGI,1,1
B00005A8OO,B000JX7GXM,1,0
B00005A8OO,B000LQEDLK,1,1
B00005A8OO,B000R99IFC,1,1
B00005A8OO,B000VYIUJS,1,1
B00005A8OO,B0010S5XLC,1,0
B00005A8OO,B0014A0UDC,1,1
B00005A8OO,B001UHMVRW,1,1
B00005A8OO,B002CJ3A5E,1,1
B00005A8OO,B002U0L1BU,1,0
B00005A8OO,B00347IDNM,1,1
B00005A8OO,B003D24LTI,1,1
B00005A8OO,B003VN0U1M,1,1
B00005A8OQ,B0002J6HV0,1,1
B00005A8OQ,B0009STM3O,0,1
B00005A8OQ,B000PGSY6Q,0,0
B00005A8OQ,B000R99IFC,0,0
B00005A8OQ,B000R9BNO6,0,0
B00005A8OQ,B000VYIUJS,1,1
B00005A8OQ,B001FSHLCQ,0,0
B00005A8OQ,B002MFSRIS,0,0
B00005A8OQ,B002TZLMI8,0,0
B00005A8XT,B001QKKQ16,0,0
B00005A8XT,B003BYQ8IA,0,0
B00005A8Y2,B00065HG6U,0,1
B00005A8Y2,B0014ZQMXO,0,1
B00005A8Y2,B001UHMVKO,0,0
B00005A9VI,B000BQXTSS,0,0
B00005A9VI,B000GI0HR2,0,0
B00005A9VI,B000HYUJXC,0,1
B00005A9VI,B001AMGSNK,0,0
B00005A9VI,B001D1Q7PM,0,0
B00005A9VI,B0028Q0SZ6,0,0
B00005A9VI,B003WT1KAK,0,0
B00005A9VI,B003YCOJAS,0,0
B00005A9VI,B003YJ5DKG,0,0
B00005A9VI,B0045WAF9U,0,0
B00005A9VI,B005FIWT74,0,0
B00005A9VI,B008RA5A00,0,0
B00005A9VI,B008YTAKJA,0,0
B00005A9VI,B00E6LIEFM,0,0
B00005A9VI,B00E6LIEFW,0,0
B00005A9VI,B00E6LIUXI,0,0
B00005A9VI,B00E6LJ1OA,0,0
B00005A9VI,B00E6LJAOG,0,0
B00005A9VI,B00E6LJBUO,0,0
B00005A9VI,B00ENFVLAQ,0,0
B00005A9VI,B00EOQZB0A,0,0
B00005A9VI,B00ESFEIL0,0,0
B00005A9VI,B00ESFEWCA,0,0
B00005A9VI,B00GOUBT6E,0,0
B00005A9VI,B00H09BB16,0,0
B00005A9VI,B00H09BOXQ,0,0
B00005A9VI,B00I9GHHUI,0,1
B00005AA9A,B000XQMQB2,0,0
B00005AA9A,B005IIUFYU,0,0
B00005AA9A,B00919RL9E,0,1
B00005AATF,B00006ANW9,0,0
B00005AATF,B0000DBIHW,0,0
B00005AATF,B000AP89W6,0,1
B00005AATF,B000HLV59W,0,0
B00005AATF,B0012LMQFI,0,0
B00005AATF,B001DMBWXS,0,0
B00005AATF,B002ID8R3Y,0,1
B00005AATF,B0093FROFM,0,0
B00005AATF,B00EOQZB0A,0,0
B00005AC56,B00062VOW0,0,0
B00005AC56,B001111LJQ,0,0
B00005AC56,B001EUG3BU,0,0
B00005AC56,B002GOU4KY,0,1
B00005AC56,B004QMT9D2,0,0
B00005AC56,B0051M6IPI,0,0
B00005AC56,B00F9ZQQ8Q,0,0
B00005AC56,B00FB5R4SA,0,0
B00005AC56,B00FB5R6L0,0,0
B00005AC56,B00HRQB28Y,0,1
B00005AFHZ,B00005AFI0,0,1
B00005AFHZ,B00005BL28,0,0
B00005AFHZ,B0000AZJVB,0,0
B00005AFHZ,B0000AZJVC,0,0
B00005AFHZ,B000HCVR3A,0,0
B00005AFHZ,B000HCZ8EO,0,0
B00005AFHZ,B00337D8U6,0,1
B00005AFHZ,B0039L31JY,0,0
B00005AFHZ,B003CUAB4A,0,0
B00005AFI1,B00005AFI0,0,1
B00005AFI2,B00005AFI0,0,0
B00005AFI4,B00005AFI0,0,0
B00005B0C5,B00005AFI0,0,0
B00005BL28,B00005AFI0,0,0
B00005AFI0,B00005MOTE,1,0
B00005MOTF,B00005AFI0,0,1
B00005MOTH,B00005AFI0,0,0
B00005N9AE,B00005AFI0,0,0
B00005RV4S,B00005AFI0,0,0
B00005TS6G,B00005AFI0,0,0
B000069IL7,B00005AFI0,0,0
B0000AOWWQ,B00005AFI0,0,0
B0000AZJV4,B00005AFI0,0,1
B00005AFI0,B0000AZJVC,1,1
B0000AZJVD,B00005AFI0,0,0
B0000AZJVE,B00005AFI0,0,0
B0000BX73E,B00005AFI0,1,1
B0000BZ54L,B00005AFI0,0,0
B0000BZ54V,B00005AFI0,0,0
B0000BZM38,B00005AFI0,0,0
B0000C120D,B00005AFI0,0,1
B00018CXSS,B00005AFI0,0,0
B00022PTRU,B00005AFI0,0,1
B00005AFI0,B00022PTT8,1,1
B0002423YK,B00005AFI0,0,0
B0002D152W,B00005AFI0,0,0
B0002KQOP8,B00005AFI0,0,0
B0002XZOOC,B00005AFI0,0,0
B000300HJG,B00005AFI0,0,0
B0006HMWO4,B00005AFI0,1,0
B0009KLGUO,B00005AFI0,0,1
B000A1GY9A,B00005AFI0,0,0
B000A76ZT8,B00005AFI0,0,0
B000EO6W8G,B00005AFI0,0,0
B000GSJBAG,B00005AFI0,0,0
B000H5J036,B00005AFI0,0,0
B000HCTY0S,B00005AFI0,0,0
B000HCTY2G,B00005AFI0,0,0
B000HCVR1M,B00005AFI0,0,0
B000HCVR2G,B00005AFI0,0,0
B000HCVR44,B00005AFI0,0,1
B000HCVR58,B00005AFI0,0,0
B000HCVR5S,B00005AFI0,0,0
B000HCXKLW,B00005AFI0,0,1
B000HCZ8GW,B00005AFI0,0,0
B000HDMPR6,B00005AFI0,0,0
B000HZSG22,B00005AFI0,0,1
B000JTBX08,B00005AFI0,0,0
B000Q6ZK3A,B00005AFI0,0,0
B000W4HJU8,B00005AFI0,0,1
B001A9ECFE,B00005AFI0,0,0
B001PI8IJQ,B00005AFI0,0,1
B003LX8DVG,B00005AFI0,1,1
B0047PFVK8,B00005AFI0,0,1
B004B6ATJQ,B00005AFI0,0,0
B00561MA6A,B00005AFI0,0,0
B005ESAOQI,B00005AFI0,0,0
B005UR6AXY,B00005AFI0,0,1
B007ILIEUM,B00005AFI0,0,0
B007MDQI22,B00005AFI0,0,0
B0082SMDZ2,B00005AFI0,0,0
B00005AFI0,B009TUYB16,1,1
B00BG090RC,B00005AFI0,0,0
B00005AFI0,B00BKT4RFY,1,1
B00C7CQ4SG,B00005AFI0,0,0
B00IKBR0WW,B00005AFI0,0,0
B00005AFI1,B0036Z0NW6,0,0
B00005AFI1,B0039L31JY,0,0
B00005AFI1,B003CUAB4A,0,0
B00005AFI1,B00532UT7Y,0,0
B00005AFI3,B00005AFI2,0,0
B0000AZJV8,B00005AFI2,1,1
B0000AZJV9,B00005AFI2,0,0
B00005AFI2,B0000C6FJM,0,0
B000PMYVP8,B00005AFI2,0,0
B00005AFI2,B002CNIR7G,0,0
B00005AFI2,B002R5B7GW,0,1
B00005AFI2,B00337D8U6,0,0
B00005AFI2,B003D1606G,0,0
B00005AFI2,B003D1FPAS,0,0
B00005AFI2,B004Q0PT3I,0,0
B00005AFI2,B00757MC2U,0,0
B00005AFI2,B009SPUE72,0,0
B00005AFI2,B00H09BB16,0,0
B00005AFI4,B00005N9AE,0,0
B00005AFI4,B000HCVR58,0,0
B00005AFI4,B000HCZ8EO,0,1
B00005AFI4,B0036Z0NW6,0,0
B00005AFI4,B0039L31JY,0,0
B00005AFI4,B0039L6FRE,0,0
B00005AFI4,B0061HALKU,0,0
B00005AFI4,B009SPK1DY,0,0
B000063CWZ,B00005AID6,0,0
B00005AMA1,B003YUBS2C,0,0
B00005AN5J,B000HLV59W,0,0
B00005AN5J,B000O17CQ0,0,0
B00005AN5J,B0012LMQFI,0,0
B00005AN5J,B001DMBWXS,0,1
B00005AN5J,B001EUIVZG,0,0
B00005AN5J,B002ID8R3Y,0,0
B00005AN5J,B003B329U2,0,1
B00005AN5J,B003B32B0U,0,0
B00005AN5J,B004TCGT2I,0,1
B00005AN5J,B004TH7NDW,0,1
B00005AN5J,B007FXYWRC,0,1
B00005AN5J,B007R0RKV8,0,0
B00005AN5J,B0093FROMA,0,0
B00005AN5J,B00CH6ATMO,0,0
B00005AN5J,B00EOQZB0A,0,0
B00005AN5J,B00EOQZB4G,0,0
B0007D8ES0,B00005AR2I,0,0
B00005ARK5,B0009YL5RO,0,0
B00005ASHB,B000K3EAGC,0,1
B00005ATC1,B008MIMIY8,0,0
B00005ATC2,B008MIMIY8,0,0
B00005ATSQ,B00005ATSS,0,1
B00005ATSQ,B00005QVPW,0,0
B00005ATSQ,B00008ZGS2,0,0
B00005ATSQ,B00069E7JA,0,0
B00005ATSQ,B0009JBJ70,0,1
B00005ATSQ,B000EPAS0S,0,0
B00005ATSQ,B000IBHHNY,0,0
B00005ATSQ,B0018QV3OC,0,0
B00005ATSQ,B0018VH8QO,0,0
B00005ATSQ,B002K7C1HG,0,0
B00005ATSQ,B003WVJ1KO,0,0
B00005ATSQ,B003YCOJAS,0,0
B00005ATSQ,B0046DJ65C,0,0
B00005ATSQ,B0046DMZH8,0,0
B00005ATSQ,B004TKTOWC,0,1
B00005ATSQ,B007QYZ08A,0,1
B00005ATSQ,B007X4O3HC,0,0
B00005ATSQ,B0084PK89G,0,0
B00005ATSQ,B0084PK8CS,0,1
B00005ATSQ,B0084PK8KA,0,0
B00005ATSQ,B0099F820C,0,0
B00005ATSQ,B0099F823E,0,1
B00005ATSQ,B0099F82CK,0,0
B00005ATSQ,B009SPK1DY,0,0
B00005ATSQ,B009SPL2K0,0,0
B00005ATSQ,B009SPUE72,0,0
B00005ATSQ,B00CH6ATMO,0,0
B00005ATSQ,B00EOI2SR2,0,0
B00005ATSQ,B00EOQZB0A,0,0
B00005ATSQ,B00EOQZB4G,0,1
B00005ATSQ,B00IACMOEU,0,1
B00005ATSQ,B00JKM077A,0,0
B00005ATST,B00005ATSS,0,0
B00008ZGS0,B00005ATSS,0,0
B00005ATSS,B000IBHHNY,0,0
B00005ATST,B00005QVPW,0,0
B00005ATST,B00008ZGS2,0,0
B00005ATST,B00069E7JA,0,0
B00005ATST,B0009JBJ70,0,0
B00005ATST,B000EPAS0S,0,0
B00005ATST,B000IBHHNY,0,0
B00005ATST,B0018QV3OC,0,0
B00005ATST,B0018VH8QO,0,0
B00005ATST,B002K7C1HG,0,0
B00005ATST,B003WVJ1KO,0,0
B00005ATST,B003YCOJAS,0,0
B00005ATST,B0046DJ65C,0,0
B00005ATST,B0046DMZH8,0,0
B00005ATST,B004TKTOWC,0,0
B00005ATST,B007QYZ08A,0,0
B00005ATST,B007X4O3HC,0,0
B00005ATST,B0084PK89G,0,0
B00005ATST,B0084PK8CS,0,0
B00005ATST,B0084PK8KA,0,0
B00005ATST,B0099F820C,0,0
B00005ATST,B0099F823E,0,1
B00005ATST,B0099F82CK,0,0
B00005ATST,B009SPK1DY,0,0
B00005ATST,B009SPL2K0,0,0
B00005ATST,B009SPUE72,0,1
B00005ATST,B00CH6ATMO,0,0
B00005ATST,B00EOI2SR2,0,0
B00005ATST,B00EOQZB0A,0,1
B00005ATST,B00EOQZB4G,0,0
B00005ATST,B00IACMOEU,0,1
B00005ATST,B00JKM077A,0,0
B00005ATSU,B000IBHHNY,0,0
B00005AUGP,B000XIH9R6,0,0
B00005AUXC,B007QYZ08A,0,0
B00005AUXC,B007UM59O8,0,0
B00005AUXC,B00JC5Y6YA,0,0
B00005AUZH,B000E2Z5JU,0,1
B00005AUZH,B000TVXNGS,0,1
B00005AUZH,B004230DBC,0,1
B00005AUZH,B0068M5ZCM,0,0
B00005AUZH,B00A9Y478I,0,0
B00005AUZH,B00F5OFPXS,0,0
B00005AUZH,B00FFU8PDO,0,0
B000AP2X1E,B00005AW1G,0,0
B0013YHNEI,B00005AW1G,0,1
B00005AW1G,B004QMT9D2,0,0
B00005AW1G,B0051M6IPI,0,1
B00005AW1G,B00F9ZQQ8Q,0,0
B00005AW1G,B00FB5R4L2,0,1
B00005AW1G,B00FB5R4SA,0,0
B00005AYCJ,B000HYWA2K,0,0
B00005B0BW,B000PIHT7E,0,0
B00005B0BW,B000QQH8NU,0,0
B00005B0BW,B003BYQ8J4,0,0
B00005B0BW,B007WAKJHU,0,0
B00005B0BW,B0098EENKM,0,0
B00005B0BZ,B00H09BOXQ,0,0
B00005B0C1,B0000AZJVB,0,0
B00005B0C1,B0000AZJVC,0,0
B00005B0C1,B0009WA0P4,0,0
B00005B0C1,B000HCVR1M,0,0
B00005B0C1,B000HCZ8EO,0,0
B00005B0C1,B0039L2XG6,0,0
B00005B0C1,B0039L31JY,0,0
B00005B0C1,B003FO8956,0,0
B00005B0C1,B009SPJ3HY,0,0
B00005B0C1,B009SPJ478,0,0
B00005B0C6,B00005B0C5,0,0
B00005N9AK,B00005B0C5,0,0
B000069IL6,B00005B0C5,0,0
B000069IL7,B00005B0C5,0,0
B00005B0C5,B0000BZ54V,0,1
B00005B0C5,B00018CXSS,0,0
B0002D152W,B00005B0C5,0,0
B00005B0C5,B0007XJ7B8,0,0
B000A76ZT8,B00005B0C5,0,0
B00005B0C5,B000HCVR3A,0,0
B00005B0C5,B000HCVR5S,0,0
B00005B0C5,B000HCZ8EO,0,1
B00005B0C5,B000Q6ZK3K,0,0
B00005B0C5,B00337D8U6,0,0
B00005B0C5,B0039L31JY,0,0
B00005B0C5,B0039L6G00,0,0
B00005B0C5,B003CUAB4A,0,0
B00005B0C5,B0061HALKU,0,1
B00005B0C5,B007QYZ08A,0,0
B00005B0C5,B009SPJ05E,0,0
B00005B0C5,B009SPJ14O,0,0
B00005B0C5,B009SPK1DY,0,0
B00005B0C5,B00H09BB16,0,0
B00005B0C5,B00H09BOXQ,0,0
B00005B0C6,B009SPJ14O,0,0
B00008IAOP,B00005B2PA,0,0
B000099SK3,B00005B2PA,0,0
B00005B2PA,B0002BQPGU,0,0
B00005B2PA,B0007L7Y38,0,0
B00005B2PA,B003BYQ8IA,0,0
B00005B2PB,B000FFVQN0,0,1
B00005B2PB,B003ING2SA,0,0
B00005B2PB,B00EPACNPQ,0,1
B00005B2PB,B00EVVO1DG,0,0
